

1000 atoms

2 atom types

0.0   21.54   xlo xhi
0.0   21.54   ylo yhi
0.0   21.54   zlo zhi

Masses

1  1.0
2  1.0

Atoms

	137	1   12.926608  6.463304  2.154435
	138	1   15.081043  6.463304  2.154435
	139	1   17.235478  6.463304  2.154435
	140	1   19.389912  6.463304  2.154435
	141	1   0.000000  8.617739  2.154435
	142	1   2.154435  8.617739  2.154435
	143	1   4.308869  8.617739  2.154435
	144	1   6.463304  8.617739  2.154435
	145	1   8.617739  8.617739  2.154435
	146	1   10.772173  8.617739  2.154435
	147	1   12.926608  8.617739  2.154435
	148	1   15.081043  8.617739  2.154435
	149	1   17.235478  8.617739  2.154435
	150	1   19.389912  8.617739  2.154435
	151	1   0.000000  10.772173  2.154435
	152	1   2.154435  10.772173  2.154435
	153	1   4.308869  10.772173  2.154435
	154	1   6.463304  10.772173  2.154435
	155	1   8.617739  10.772173  2.154435
	156	1   10.772173  10.772173  2.154435
	157	1   12.926608  10.772173  2.154435
	158	1   15.081043  10.772173  2.154435
	159	1   17.235478  10.772173  2.154435
	160	1   19.389912  10.772173  2.154435
	161	1   0.000000  12.926608  2.154435
	162	1   2.154435  12.926608  2.154435
	163	1   4.308869  12.926608  2.154435
	164	1   6.463304  12.926608  2.154435
	165	1   8.617739  12.926608  2.154435
	166	1   10.772173  12.926608  2.154435
	167	1   12.926608  12.926608  2.154435
	168	1   15.081043  12.926608  2.154435
	169	1   17.235478  12.926608  2.154435
	170	1   19.389912  12.926608  2.154435
	171	1   0.000000  15.081043  2.154435
	172	1   2.154435  15.081043  2.154435
	173	1   4.308869  15.081043  2.154435
	174	1   6.463304  15.081043  2.154435
	175	1   8.617739  15.081043  2.154435
	176	1   10.772173  15.081043  2.154435
	177	1   12.926608  15.081043  2.154435
	178	1   15.081043  15.081043  2.154435
	179	1   17.235478  15.081043  2.154435
	180	1   19.389912  15.081043  2.154435
	181	1   0.000000  17.235478  2.154435
	182	1   2.154435  17.235478  2.154435
	183	1   4.308869  17.235478  2.154435
	184	1   6.463304  17.235478  2.154435
	185	1   8.617739  17.235478  2.154435
	186	1   10.772173  17.235478  2.154435
	187	1   12.926608  17.235478  2.154435
	188	1   15.081043  17.235478  2.154435
	189	1   17.235478  17.235478  2.154435
	190	1   19.389912  17.235478  2.154435
	191	1   0.000000  19.389912  2.154435
	192	1   2.154435  19.389912  2.154435
	193	1   4.308869  19.389912  2.154435
	194	1   6.463304  19.389912  2.154435
	195	1   8.617739  19.389912  2.154435
	196	1   10.772173  19.389912  2.154435
	197	1   12.926608  19.389912  2.154435
	198	1   15.081043  19.389912  2.154435
	199	1   17.235478  19.389912  2.154435
	200	1   19.389912  19.389912  2.154435
	201	1   0.000000  0.000000  4.308869
	202	1   2.154435  0.000000  4.308869
	203	1   4.308869  0.000000  4.308869
	204	1   6.463304  0.000000  4.308869
	205	1   8.617739  0.000000  4.308869
	206	1   10.772173  0.000000  4.308869
	207	1   12.926608  0.000000  4.308869
	208	1   15.081043  0.000000  4.308869
	209	1   17.235478  0.000000  4.308869
	210	1   19.389912  0.000000  4.308869
	211	1   0.000000  2.154435  4.308869
	212	1   2.154435  2.154435  4.308869
	213	1   4.308869  2.154435  4.308869
	214	1   6.463304  2.154435  4.308869
	215	1   8.617739  2.154435  4.308869
	216	1   10.772173  2.154435  4.308869
	217	1   12.926608  2.154435  4.308869
	218	1   15.081043  2.154435  4.308869
	219	1   17.235478  2.154435  4.308869
	220	1   19.389912  2.154435  4.308869
	221	1   0.000000  4.308869  4.308869
	222	1   2.154435  4.308869  4.308869
	223	1   4.308869  4.308869  4.308869
	224	1   6.463304  4.308869  4.308869
	225	1   8.617739  4.308869  4.308869
	226	1   10.772173  4.308869  4.308869
	227	1   12.926608  4.308869  4.308869
	228	1   15.081043  4.308869  4.308869
	229	1   17.235478  4.308869  4.308869
	230	1   19.389912  4.308869  4.308869
	231	1   0.000000  6.463304  4.308869
	232	1   2.154435  6.463304  4.308869
	233	1   4.308869  6.463304  4.308869
	234	1   6.463304  6.463304  4.308869
	235	1   8.617739  6.463304  4.308869
	236	1   10.772173  6.463304  4.308869
	237	1   12.926608  6.463304  4.308869
	238	1   15.081043  6.463304  4.308869
	239	1   17.235478  6.463304  4.308869
	240	1   19.389912  6.463304  4.308869
	241	1   0.000000  8.617739  4.308869
	242	1   2.154435  8.617739  4.308869
	243	1   4.308869  8.617739  4.308869
	244	1   6.463304  8.617739  4.308869
	245	1   8.617739  8.617739  4.308869
	246	1   10.772173  8.617739  4.308869
	247	1   12.926608  8.617739  4.308869
	248	1   15.081043  8.617739  4.308869
	249	1   17.235478  8.617739  4.308869
	250	1   19.389912  8.617739  4.308869
	251	1   0.000000  10.772173  4.308869
	252	1   2.154435  10.772173  4.308869
	253	1   4.308869  10.772173  4.308869
	254	1   6.463304  10.772173  4.308869
	255	1   8.617739  10.772173  4.308869
	256	1   10.772173  10.772173  4.308869
	257	1   12.926608  10.772173  4.308869
	258	1   15.081043  10.772173  4.308869
	259	1   17.235478  10.772173  4.308869
	260	1   19.389912  10.772173  4.308869
	261	1   0.000000  12.926608  4.308869
	262	1   2.154435  12.926608  4.308869
	263	1   4.308869  12.926608  4.308869
	264	1   6.463304  12.926608  4.308869
	265	1   8.617739  12.926608  4.308869
	266	1   10.772173  12.926608  4.308869
	267	1   12.926608  12.926608  4.308869
	268	1   15.081043  12.926608  4.308869
	269	1   17.235478  12.926608  4.308869
	270	1   19.389912  12.926608  4.308869
	271	1   0.000000  15.081043  4.308869
	272	1   2.154435  15.081043  4.308869
	273	1   4.308869  15.081043  4.308869
	274	1   6.463304  15.081043  4.308869
	275	1   8.617739  15.081043  4.308869
	276	1   10.772173  15.081043  4.308869
	277	1   12.926608  15.081043  4.308869
	278	1   15.081043  15.081043  4.308869
	279	1   17.235478  15.081043  4.308869
	280	1   19.389912  15.081043  4.308869
	281	1   0.000000  17.235478  4.308869
	282	1   2.154435  17.235478  4.308869
	283	1   4.308869  17.235478  4.308869
	284	1   6.463304  17.235478  4.308869
	285	1   8.617739  17.235478  4.308869
	286	1   10.772173  17.235478  4.308869
	287	1   12.926608  17.235478  4.308869
	288	1   15.081043  17.235478  4.308869
	289	1   17.235478  17.235478  4.308869
	290	1   19.389912  17.235478  4.308869
	291	1   0.000000  19.389912  4.308869
	292	1   2.154435  19.389912  4.308869
	293	1   4.308869  19.389912  4.308869
	294	1   6.463304  19.389912  4.308869
	295	1   8.617739  19.389912  4.308869
	296	1   10.772173  19.389912  4.308869
	297	1   12.926608  19.389912  4.308869
	298	1   15.081043  19.389912  4.308869
	299	1   17.235478  19.389912  4.308869
	300	1   19.389912  19.389912  4.308869
	301	1   0.000000  0.000000  6.463304
	302	1   2.154435  0.000000  6.463304
	303	1   4.308869  0.000000  6.463304
	304	1   6.463304  0.000000  6.463304
	305	1   8.617739  0.000000  6.463304
	306	1   10.772173  0.000000  6.463304
	307	1   12.926608  0.000000  6.463304
	308	1   15.081043  0.000000  6.463304
	309	1   17.235478  0.000000  6.463304
	310	1   19.389912  0.000000  6.463304
	311	1   0.000000  2.154435  6.463304
	312	1   2.154435  2.154435  6.463304
	313	1   4.308869  2.154435  6.463304
	314	1   6.463304  2.154435  6.463304
	315	1   8.617739  2.154435  6.463304
	316	1   10.772173  2.154435  6.463304
	317	1   12.926608  2.154435  6.463304
	318	1   15.081043  2.154435  6.463304
	319	1   17.235478  2.154435  6.463304
	320	1   19.389912  2.154435  6.463304
	321	1   0.000000  4.308869  6.463304
	322	1   2.154435  4.308869  6.463304
	323	1   4.308869  4.308869  6.463304
	324	1   6.463304  4.308869  6.463304
	325	1   8.617739  4.308869  6.463304
	326	1   10.772173  4.308869  6.463304
	327	1   12.926608  4.308869  6.463304
	328	1   15.081043  4.308869  6.463304
	329	1   17.235478  4.308869  6.463304
	330	1   19.389912  4.308869  6.463304
	331	1   0.000000  6.463304  6.463304
	332	1   2.154435  6.463304  6.463304
	333	1   4.308869  6.463304  6.463304
	334	1   6.463304  6.463304  6.463304
	335	1   8.617739  6.463304  6.463304
	336	1   10.772173  6.463304  6.463304
	337	1   12.926608  6.463304  6.463304
	338	1   15.081043  6.463304  6.463304
	339	1   17.235478  6.463304  6.463304
	340	1   19.389912  6.463304  6.463304
	341	1   0.000000  8.617739  6.463304
	342	1   2.154435  8.617739  6.463304
	343	1   4.308869  8.617739  6.463304
	344	1   6.463304  8.617739  6.463304
	345	1   8.617739  8.617739  6.463304
	346	1   10.772173  8.617739  6.463304
	347	1   12.926608  8.617739  6.463304
	348	1   15.081043  8.617739  6.463304
	349	1   17.235478  8.617739  6.463304
	350	1   19.389912  8.617739  6.463304
	351	1   0.000000  10.772173  6.463304
	352	1   2.154435  10.772173  6.463304
	353	1   4.308869  10.772173  6.463304
	354	1   6.463304  10.772173  6.463304
	355	1   8.617739  10.772173  6.463304
	356	1   10.772173  10.772173  6.463304
	357	1   12.926608  10.772173  6.463304
	358	1   15.081043  10.772173  6.463304
	359	1   17.235478  10.772173  6.463304
	360	1   19.389912  10.772173  6.463304
	361	1   0.000000  12.926608  6.463304
	362	1   2.154435  12.926608  6.463304
	363	1   4.308869  12.926608  6.463304
	364	1   6.463304  12.926608  6.463304
	365	1   8.617739  12.926608  6.463304
	366	1   10.772173  12.926608  6.463304
	367	1   12.926608  12.926608  6.463304
	368	1   15.081043  12.926608  6.463304
	369	1   17.235478  12.926608  6.463304
	370	1   19.389912  12.926608  6.463304
	371	1   0.000000  15.081043  6.463304
	372	1   2.154435  15.081043  6.463304
	373	1   4.308869  15.081043  6.463304
	374	1   6.463304  15.081043  6.463304
	375	1   8.617739  15.081043  6.463304
	376	1   10.772173  15.081043  6.463304
	377	1   12.926608  15.081043  6.463304
	378	1   15.081043  15.081043  6.463304
	379	1   17.235478  15.081043  6.463304
	380	1   19.389912  15.081043  6.463304
	381	1   0.000000  17.235478  6.463304
	382	1   2.154435  17.235478  6.463304
	383	1   4.308869  17.235478  6.463304
	384	1   6.463304  17.235478  6.463304
	385	1   8.617739  17.235478  6.463304
	386	1   10.772173  17.235478  6.463304
	387	1   12.926608  17.235478  6.463304
	388	1   15.081043  17.235478  6.463304
	389	1   17.235478  17.235478  6.463304
	390	1   19.389912  17.235478  6.463304
	391	1   0.000000  19.389912  6.463304
	392	1   2.154435  19.389912  6.463304
	393	1   4.308869  19.389912  6.463304
	394	1   6.463304  19.389912  6.463304
	395	1   8.617739  19.389912  6.463304
	396	1   10.772173  19.389912  6.463304
	397	1   12.926608  19.389912  6.463304
	398	1   15.081043  19.389912  6.463304
	399	1   17.235478  19.389912  6.463304
	400	1   19.389912  19.389912  6.463304
	401	1   0.000000  0.000000  8.617739
	402	1   2.154435  0.000000  8.617739
	403	1   4.308869  0.000000  8.617739
	404	1   6.463304  0.000000  8.617739
	405	1   8.617739  0.000000  8.617739
	406	1   10.772173  0.000000  8.617739
	407	1   12.926608  0.000000  8.617739
	408	1   15.081043  0.000000  8.617739
	409	1   17.235478  0.000000  8.617739
	410	1   19.389912  0.000000  8.617739
	411	1   0.000000  2.154435  8.617739
	412	1   2.154435  2.154435  8.617739
	413	1   4.308869  2.154435  8.617739
	414	1   6.463304  2.154435  8.617739
	415	1   8.617739  2.154435  8.617739
	416	1   10.772173  2.154435  8.617739
	417	1   12.926608  2.154435  8.617739
	418	1   15.081043  2.154435  8.617739
	419	1   17.235478  2.154435  8.617739
	420	1   19.389912  2.154435  8.617739
	421	1   0.000000  4.308869  8.617739
	422	1   2.154435  4.308869  8.617739
	423	1   4.308869  4.308869  8.617739
	424	1   6.463304  4.308869  8.617739
	425	1   8.617739  4.308869  8.617739
	426	1   10.772173  4.308869  8.617739
	427	1   12.926608  4.308869  8.617739
	428	1   15.081043  4.308869  8.617739
	429	1   17.235478  4.308869  8.617739
	430	1   19.389912  4.308869  8.617739
	431	1   0.000000  6.463304  8.617739
	432	1   2.154435  6.463304  8.617739
	433	1   4.308869  6.463304  8.617739
	434	1   6.463304  6.463304  8.617739
	435	1   8.617739  6.463304  8.617739
	436	1   10.772173  6.463304  8.617739
	437	1   12.926608  6.463304  8.617739
	438	1   15.081043  6.463304  8.617739
	439	1   17.235478  6.463304  8.617739
	440	1   19.389912  6.463304  8.617739
	441	1   0.000000  8.617739  8.617739
	442	1   2.154435  8.617739  8.617739
	443	1   4.308869  8.617739  8.617739
	444	1   6.463304  8.617739  8.617739
	445	1   8.617739  8.617739  8.617739
	446	1   10.772173  8.617739  8.617739
	447	1   12.926608  8.617739  8.617739
	448	1   15.081043  8.617739  8.617739
	449	1   17.235478  8.617739  8.617739
	450	1   19.389912  8.617739  8.617739
	451	1   0.000000  10.772173  8.617739
	452	1   2.154435  10.772173  8.617739
	453	1   4.308869  10.772173  8.617739
	454	1   6.463304  10.772173  8.617739
	455	1   8.617739  10.772173  8.617739
	456	1   10.772173  10.772173  8.617739
	457	1   12.926608  10.772173  8.617739
	458	1   15.081043  10.772173  8.617739
	459	1   17.235478  10.772173  8.617739
	460	1   19.389912  10.772173  8.617739
	461	1   0.000000  12.926608  8.617739
	462	1   2.154435  12.926608  8.617739
	463	1   4.308869  12.926608  8.617739
	464	1   6.463304  12.926608  8.617739
	465	1   8.617739  12.926608  8.617739
	466	1   10.772173  12.926608  8.617739
	467	1   12.926608  12.926608  8.617739
	468	1   15.081043  12.926608  8.617739
	469	1   17.235478  12.926608  8.617739
	470	1   19.389912  12.926608  8.617739
	471	1   0.000000  15.081043  8.617739
	472	1   2.154435  15.081043  8.617739
	473	1   4.308869  15.081043  8.617739
	474	1   6.463304  15.081043  8.617739
	475	1   8.617739  15.081043  8.617739
	476	1   10.772173  15.081043  8.617739
	477	1   12.926608  15.081043  8.617739
	478	1   15.081043  15.081043  8.617739
	479	1   17.235478  15.081043  8.617739
	480	1   19.389912  15.081043  8.617739
	481	1   0.000000  17.235478  8.617739
	482	1   2.154435  17.235478  8.617739
	483	1   4.308869  17.235478  8.617739
	484	1   6.463304  17.235478  8.617739
	485	1   8.617739  17.235478  8.617739
	486	1   10.772173  17.235478  8.617739
	487	1   12.926608  17.235478  8.617739
	488	1   15.081043  17.235478  8.617739
	489	1   17.235478  17.235478  8.617739
	490	1   19.389912  17.235478  8.617739
	491	1   0.000000  19.389912  8.617739
	492	1   2.154435  19.389912  8.617739
	493	1   4.308869  19.389912  8.617739
	494	1   6.463304  19.389912  8.617739
	495	1   8.617739  19.389912  8.617739
	496	1   10.772173  19.389912  8.617739
	497	1   12.926608  19.389912  8.617739
	498	1   15.081043  19.389912  8.617739
	499	1   17.235478  19.389912  8.617739
	500	1   19.389912  19.389912  8.617739
	501	1   0.000000  0.000000  10.772173
	502	1   2.154435  0.000000  10.772173
	503	1   4.308869  0.000000  10.772173
	504	1   6.463304  0.000000  10.772173
	505	1   8.617739  0.000000  10.772173
	506	1   10.772173  0.000000  10.772173
	507	1   12.926608  0.000000  10.772173
	508	1   15.081043  0.000000  10.772173
	509	1   17.235478  0.000000  10.772173
	510	1   19.389912  0.000000  10.772173
	511	1   0.000000  2.154435  10.772173
	512	1   2.154435  2.154435  10.772173
	513	1   4.308869  2.154435  10.772173
	514	1   6.463304  2.154435  10.772173
	515	1   8.617739  2.154435  10.772173
	516	1   10.772173  2.154435  10.772173
	517	1   12.926608  2.154435  10.772173
	518	1   15.081043  2.154435  10.772173
	519	1   17.235478  2.154435  10.772173
	520	1   19.389912  2.154435  10.772173
	521	1   0.000000  4.308869  10.772173
	522	1   2.154435  4.308869  10.772173
	523	1   4.308869  4.308869  10.772173
	524	1   6.463304  4.308869  10.772173
	525	1   8.617739  4.308869  10.772173
	526	1   10.772173  4.308869  10.772173
	527	1   12.926608  4.308869  10.772173
	528	1   15.081043  4.308869  10.772173
	529	1   17.235478  4.308869  10.772173
	530	1   19.389912  4.308869  10.772173
	531	1   0.000000  6.463304  10.772173
	532	1   2.154435  6.463304  10.772173
	533	1   4.308869  6.463304  10.772173
	534	1   6.463304  6.463304  10.772173
	535	1   8.617739  6.463304  10.772173
	536	1   10.772173  6.463304  10.772173
	537	1   12.926608  6.463304  10.772173
	538	1   15.081043  6.463304  10.772173
	539	1   17.235478  6.463304  10.772173
	540	1   19.389912  6.463304  10.772173
	541	1   0.000000  8.617739  10.772173
	542	1   2.154435  8.617739  10.772173
	543	1   4.308869  8.617739  10.772173
	544	1   6.463304  8.617739  10.772173
	545	1   8.617739  8.617739  10.772173
	546	1   10.772173  8.617739  10.772173
	547	1   12.926608  8.617739  10.772173
	548	1   15.081043  8.617739  10.772173
	549	1   17.235478  8.617739  10.772173
	550	1   19.389912  8.617739  10.772173
	551	1   0.000000  10.772173  10.772173
	552	1   2.154435  10.772173  10.772173
	553	1   4.308869  10.772173  10.772173
	554	1   6.463304  10.772173  10.772173
	555	1   8.617739  10.772173  10.772173
	556	1   10.772173  10.772173  10.772173
	557	1   12.926608  10.772173  10.772173
	558	1   15.081043  10.772173  10.772173
	559	1   17.235478  10.772173  10.772173
	560	1   19.389912  10.772173  10.772173
	561	1   0.000000  12.926608  10.772173
	562	1   2.154435  12.926608  10.772173
	563	1   4.308869  12.926608  10.772173
	564	1   6.463304  12.926608  10.772173
	565	1   8.617739  12.926608  10.772173
	566	1   10.772173  12.926608  10.772173
	567	1   12.926608  12.926608  10.772173
	568	1   15.081043  12.926608  10.772173
	569	1   17.235478  12.926608  10.772173
	570	1   19.389912  12.926608  10.772173
	571	1   0.000000  15.081043  10.772173
	572	1   2.154435  15.081043  10.772173
	573	1   4.308869  15.081043  10.772173
	574	1   6.463304  15.081043  10.772173
	575	1   8.617739  15.081043  10.772173
	576	1   10.772173  15.081043  10.772173
	577	1   12.926608  15.081043  10.772173
	578	1   15.081043  15.081043  10.772173
	579	1   17.235478  15.081043  10.772173
	580	1   19.389912  15.081043  10.772173
	581	1   0.000000  17.235478  10.772173
	582	1   2.154435  17.235478  10.772173
	583	1   4.308869  17.235478  10.772173
	584	1   6.463304  17.235478  10.772173
	585	1   8.617739  17.235478  10.772173
	586	1   10.772173  17.235478  10.772173
	587	1   12.926608  17.235478  10.772173
	588	1   15.081043  17.235478  10.772173
	589	1   17.235478  17.235478  10.772173
	590	1   19.389912  17.235478  10.772173
	591	1   0.000000  19.389912  10.772173
	592	1   2.154435  19.389912  10.772173
	593	1   4.308869  19.389912  10.772173
	594	1   6.463304  19.389912  10.772173
	595	1   8.617739  19.389912  10.772173
	596	1   10.772173  19.389912  10.772173
	597	1   12.926608  19.389912  10.772173
	598	1   15.081043  19.389912  10.772173
	599	1   17.235478  19.389912  10.772173
	600	1   19.389912  19.389912  10.772173
	601	1   0.000000  0.000000  12.926608
	602	1   2.154435  0.000000  12.926608
	603	1   4.308869  0.000000  12.926608
	604	1   6.463304  0.000000  12.926608
	605	1   8.617739  0.000000  12.926608
	606	1   10.772173  0.000000  12.926608
	607	1   12.926608  0.000000  12.926608
	608	1   15.081043  0.000000  12.926608
	609	1   17.235478  0.000000  12.926608
	610	1   19.389912  0.000000  12.926608
	611	1   0.000000  2.154435  12.926608
	612	1   2.154435  2.154435  12.926608
	613	1   4.308869  2.154435  12.926608
	614	1   6.463304  2.154435  12.926608
	615	1   8.617739  2.154435  12.926608
	616	1   10.772173  2.154435  12.926608
	617	1   12.926608  2.154435  12.926608
	618	1   15.081043  2.154435  12.926608
	619	1   17.235478  2.154435  12.926608
	620	1   19.389912  2.154435  12.926608
	621	1   0.000000  4.308869  12.926608
	622	1   2.154435  4.308869  12.926608
	623	1   4.308869  4.308869  12.926608
	624	1   6.463304  4.308869  12.926608
	625	1   8.617739  4.308869  12.926608
	626	1   10.772173  4.308869  12.926608
	627	1   12.926608  4.308869  12.926608
	628	1   15.081043  4.308869  12.926608
	629	1   17.235478  4.308869  12.926608
	630	1   19.389912  4.308869  12.926608
	631	1   0.000000  6.463304  12.926608
	632	1   2.154435  6.463304  12.926608
	633	1   4.308869  6.463304  12.926608
	634	1   6.463304  6.463304  12.926608
	635	1   8.617739  6.463304  12.926608
	636	1   10.772173  6.463304  12.926608
	637	1   12.926608  6.463304  12.926608
	638	1   15.081043  6.463304  12.926608
	639	1   17.235478  6.463304  12.926608
	640	1   19.389912  6.463304  12.926608
	641	1   0.000000  8.617739  12.926608
	642	1   2.154435  8.617739  12.926608
	643	1   4.308869  8.617739  12.926608
	644	1   6.463304  8.617739  12.926608
	645	1   8.617739  8.617739  12.926608
	646	1   10.772173  8.617739  12.926608
	647	1   12.926608  8.617739  12.926608
	648	1   15.081043  8.617739  12.926608
	649	1   17.235478  8.617739  12.926608
	650	1   19.389912  8.617739  12.926608
	651	1   0.000000  10.772173  12.926608
	652	1   2.154435  10.772173  12.926608
	653	1   4.308869  10.772173  12.926608
	654	1   6.463304  10.772173  12.926608
	655	1   8.617739  10.772173  12.926608
	656	1   10.772173  10.772173  12.926608
	657	1   12.926608  10.772173  12.926608
	658	1   15.081043  10.772173  12.926608
	659	1   17.235478  10.772173  12.926608
	660	1   19.389912  10.772173  12.926608
	661	1   0.000000  12.926608  12.926608
	662	1   2.154435  12.926608  12.926608
	663	1   4.308869  12.926608  12.926608
	664	1   6.463304  12.926608  12.926608
	665	1   8.617739  12.926608  12.926608
	666	1   10.772173  12.926608  12.926608
	667	1   12.926608  12.926608  12.926608
	668	1   15.081043  12.926608  12.926608
	669	1   17.235478  12.926608  12.926608
	670	1   19.389912  12.926608  12.926608
	671	1   0.000000  15.081043  12.926608
	672	1   2.154435  15.081043  12.926608
	673	1   4.308869  15.081043  12.926608
	674	1   6.463304  15.081043  12.926608
	675	1   8.617739  15.081043  12.926608
	676	1   10.772173  15.081043  12.926608
	677	1   12.926608  15.081043  12.926608
	678	1   15.081043  15.081043  12.926608
	679	1   17.235478  15.081043  12.926608
	680	1   19.389912  15.081043  12.926608
	681	1   0.000000  17.235478  12.926608
	682	1   2.154435  17.235478  12.926608
	683	1   4.308869  17.235478  12.926608
	684	1   6.463304  17.235478  12.926608
	685	1   8.617739  17.235478  12.926608
	686	1   10.772173  17.235478  12.926608
	687	1   12.926608  17.235478  12.926608
